iter	Logloss
153	0.4701160938
154	0.4699891283
155	0.4698083343
156	0.4696100453
157	0.4693923512
158	0.469083629
159	0.4688533151
160	0.4686279817
161	0.4684293583
162	0.4682534025
163	0.4681080938
164	0.4678731133
165	0.4677026686
166	0.4675288012
167	0.4672628865
168	0.4671521616
169	0.4670398728
170	0.4668379247
171	0.4666825737
172	0.4665156907
173	0.466275041
174	0.4660709565
175	0.4659456085
176	0.4658136683
177	0.465562894
178	0.4653461591
179	0.4652299356
180	0.4650080882
181	0.4648870579
182	0.4646734173
183	0.4644878038
184	0.4643117525
185	0.4642007605
186	0.4639809898
187	0.4637780607
188	0.4636719181
189	0.463571252
190	0.4634404779
191	0.4633034791
192	0.4631049455
193	0.4629076527
194	0.4627385578
195	0.4625635785
196	0.4624206222
197	0.4621993975
198	0.4620818577
199	0.4619161565
200	0.4616177935
201	0.4614993221
202	0.461402373
203	0.4612809767
204	0.4611073895
205	0.4609709085
206	0.4607855191
207	0.4606896339
208	0.4605460768
209	0.4604416034
210	0.4603153747
211	0.4601862908
212	0.4600803211
213	0.4599540088
214	0.4598435121
215	0.4596900561
216	0.4595886172
217	0.4595058955
218	0.4593727335
219	0.4592508441
220	0.4591726852
221	0.4590249703
222	0.4588979276
223	0.4587342997
224	0.4586081644
225	0.4584874947
226	0.4583456988
227	0.4582443224
228	0.4581178861
229	0.4580409823
230	0.4579165407
231	0.4578079401
232	0.4577268462
233	0.4576603487
234	0.4575482674
235	0.4573767558
236	0.4572300428
237	0.4571275094
238	0.4570173792
239	0.4569337183
240	0.4568045177
241	0.4567067197
242	0.4566239856
243	0.4564911398
244	0.4563922961
245	0.4562486197
246	0.456128508
247	0.4559973209
248	0.4559405821
249	0.4558049447
250	0.4556716606
251	0.4555660495
252	0.4554945543
253	0.4553623307
254	0.4552578341
255	0.4551791292
256	0.4550389933
257	0.4549654153
258	0.4548711406
259	0.4547613824
260	0.4545722623
261	0.4544787451
262	0.4544168825
263	0.454322201
264	0.4542513583
265	0.4541485241
266	0.4540328826
267	0.4539465788
268	0.453878387
269	0.4537756914
270	0.4536868228
271	0.4536119803
272	0.4534908433
273	0.4533931717
274	0.4532964451
275	0.4532285302
276	0.4531384509
277	0.4530137464
278	0.4529257743
279	0.4528446152
280	0.4527822211
281	0.4527071336
282	0.4526440153
283	0.4525287181
284	0.4523950019
285	0.4522895653
286	0.4521594677
287	0.4520951827
288	0.4520322667
289	0.4519405675
290	0.4518607734
291	0.451798809
292	0.4517232604
293	0.451607945
294	0.4515327538
295	0.4514286837
296	0.4513420733
297	0.4512442038
298	0.4511806609
299	0.4510977413
300	0.4510519127
301	0.4509555239
302	0.4508876833
303	0.4508123115
304	0.4507297927
305	0.4506661304
306	0.4505473859
307	0.4504456374
308	0.4503803942
309	0.4502620602
310	0.4502189503
311	0.4501560302
312	0.4500688381
313	0.4500040758
314	0.4499375092
315	0.4498611631
316	0.4498132678
317	0.4497559041
318	0.4496696182
319	0.4495824628
320	0.4494827443
321	0.4493934838
322	0.4493188816
323	0.4492751799
324	0.4492464238
325	0.4491528559
326	0.4490670401
327	0.4489849486
328	0.4489209691
329	0.4488267225
330	0.4487790243
331	0.4487241467
332	0.4486511028
333	0.4485688777
334	0.4485171533
335	0.4484536231
336	0.4483902176
337	0.4482747001
338	0.4482171662
339	0.4481477576
340	0.4480844222
341	0.4480317404
342	0.447906106
343	0.4478185486
344	0.4477384907
345	0.4476611168
346	0.447581245
347	0.4475240216
348	0.4474373938
349	0.4473704658
350	0.4472949801
351	0.4471967002
352	0.44714035
353	0.4470856973
354	0.4470355711
355	0.446968052
356	0.4469040836
357	0.4468495524
358	0.4467950943
359	0.4467201937
360	0.446641337
361	0.4466007907
362	0.4465391667
363	0.4464512868
364	0.4463901251
365	0.446329592
366	0.4462979485
367	0.4462408469
368	0.4461398674
369	0.4460959401
370	0.4460530488
371	0.4460063988
372	0.4459481491
373	0.4458650628
374	0.4458152765
375	0.4457679851
376	0.4457165014
377	0.4456247031
378	0.4455587243
379	0.4454874591
380	0.4454128762
381	0.445367173
382	0.4453046949
383	0.4452438813
384	0.4452129006
385	0.445112136
386	0.4450770333
387	0.444982669
388	0.4449132092
389	0.4448561394
390	0.4447947519
391	0.4447436962
392	0.4447036504
393	0.4446497025
394	0.4445674169
395	0.4445209
396	0.4444753668
397	0.4444230055
398	0.4443536825
399	0.4443055701
400	0.4442386623
401	0.444194222
402	0.4441342682
403	0.4440876758
404	0.4440175935
405	0.4439579619
406	0.4439056734
407	0.4438289899
408	0.4437339844
409	0.4436945741
410	0.4436155882
411	0.4435427332
412	0.4434845909
413	0.4434535673
414	0.4434082769
415	0.4433512778
416	0.4433144166
417	0.4432855511
418	0.4432290291
419	0.4431760583
420	0.443120749
421	0.443088116
422	0.4430303936
423	0.4430005951
424	0.4429547546
425	0.4429006843
426	0.4428579545
427	0.4428189205
428	0.4427693064
429	0.4427201748
430	0.4426582489
431	0.4426218122
432	0.4425525629
433	0.442534009
434	0.4425102417
435	0.4424678079
436	0.4424253093
437	0.4423777981
438	0.442315569
439	0.4422785729
440	0.4422435522
441	0.4421814922
442	0.4421036614
443	0.4420616481
444	0.4419920755
445	0.4419398898
446	0.4418892856
447	0.4418403165
448	0.4417737511
449	0.4417193282
450	0.4416664068
451	0.4415928898
452	0.441562473
453	0.4415281796
454	0.4414499831
455	0.4414146999
456	0.4413725169
457	0.4413123787
458	0.4412578158
459	0.4411944983
460	0.4411132781
461	0.4410304441
462	0.4409843236
463	0.4409424039
464	0.4408842698
465	0.4408561773
466	0.4408019928
467	0.4407626643
468	0.4407360468
469	0.4407030829
470	0.4406044417
471	0.4405871349
472	0.4405320015
473	0.4404886413
474	0.4404355726
475	0.4403896111
476	0.4403401841
477	0.4403099504
478	0.4402944987
479	0.4402404427
480	0.4401834787
481	0.4401483076
482	0.4400749641
483	0.4400379275
484	0.4399860824
485	0.4399353555
486	0.4398806762
487	0.4398562052
488	0.4397932363
489	0.4397604784
490	0.4397155422
491	0.4396772811
492	0.439640779
493	0.4396099601
494	0.4395745243
495	0.4395062122
496	0.4394821093
497	0.4394522993
498	0.4393981959
499	0.4393310925
500	0.439291167
501	0.4392621829
502	0.4392140053
503	0.4391903112
504	0.4391475697
505	0.43911724
506	0.4390705565
507	0.4390207603
508	0.4389616857
509	0.438908468
510	0.4388761553
511	0.4388372736
512	0.4388148174
513	0.4387403662
514	0.4386845781
515	0.4386290125
516	0.4386040816
517	0.4385648527
518	0.4384848482
519	0.438458425
520	0.4384151803
521	0.4383682852
522	0.4383273197
523	0.438273421
524	0.4382259698
525	0.438175375
526	0.4381147187
527	0.4380570458
528	0.4380117971
529	0.4379586598
530	0.4379055718
531	0.4378741629
532	0.4378258237
533	0.4377697015
534	0.4377476247
535	0.43770993
536	0.4376756335
537	0.4376158409
538	0.437599944
539	0.4375512354
540	0.4375306829
541	0.4374676422
542	0.4374432008
543	0.4374047436
544	0.4373685744
545	0.4373125471
546	0.4372733041
547	0.437218127
548	0.4371995509
549	0.4371497166
550	0.4371051227
551	0.4370521099
552	0.4370204997
553	0.4369854705
554	0.4369611083
555	0.4368681754
556	0.4368304964
557	0.4367841866
558	0.436735839
559	0.436718219
560	0.4366926195
561	0.4366666399
562	0.4366418183
563	0.4366007431
564	0.4365337396
565	0.4365062296
566	0.4364820568
567	0.4364414737
568	0.4364000636
569	0.4363733052
570	0.4363580165
571	0.4363103329
572	0.436266562
573	0.4362233514
574	0.4361957714
575	0.4361631428
576	0.4361243463
577	0.4360833555
578	0.4360505068
579	0.4360276027
580	0.4359824814
581	0.4359520795
582	0.4359147986
583	0.4358743012
584	0.435820524
585	0.435777774
586	0.4357457072
587	0.4356946657
588	0.4356610098
589	0.4356357783
590	0.4356196583
591	0.4355789688
592	0.4355391217
593	0.4355050059
594	0.4354545645
595	0.4354178328
596	0.4353640161
597	0.4353267972
598	0.4352903625
599	0.4352825096
600	0.435264133
601	0.4352435553
602	0.4352068789
603	0.4351729772
604	0.4351480067
605	0.4351092706
606	0.4350761116
607	0.4350415434
608	0.4350103415
609	0.4349716131
610	0.4349457039
611	0.4349221538
612	0.4348879039
613	0.4348379766
614	0.4348150592
615	0.4347508354
616	0.4347238308
617	0.4347005973
618	0.4346615919
619	0.4346158263
620	0.4345918146
621	0.4345571455
622	0.4345157953
623	0.4344529283
624	0.4344303404
625	0.4343918354
626	0.4343545238
627	0.4343397658
628	0.4342991959
629	0.4342811148
630	0.4342437988
631	0.4342023686
632	0.4341736787
633	0.4340875007
634	0.4340596275
635	0.4339932963
636	0.4339289586
637	0.4338962645
638	0.4338402364
639	0.433801106
640	0.4337715395
641	0.4337132122
642	0.4336914692
643	0.4336591346
644	0.4336392835
645	0.4336040145
646	0.4335458057
647	0.4334977626
648	0.4334678152
649	0.4334226804
650	0.4334019513
651	0.4333638702
652	0.4333349618
653	0.4332888018
654	0.4332674249
655	0.4332153331
656	0.4331934331
657	0.4331646074
658	0.4331502984
659	0.4331079309
660	0.4330780023
661	0.4330218775
662	0.432980147
663	0.4329717638
664	0.4329290018
665	0.432906214
666	0.4328706396
667	0.43284068
668	0.4328039957
669	0.4327738673
670	0.4327349358
671	0.4326857351
672	0.4326458813
673	0.4326043642
674	0.4325853785
675	0.4325513897
676	0.4325488187
677	0.4325138111
678	0.4324846416
679	0.4324583498
680	0.4324232418
681	0.432395178
682	0.4323753286
683	0.4323410292
684	0.4323079631
685	0.4322823446
686	0.4322709798
687	0.4322310484
688	0.4321930605
689	0.432185866
690	0.4321584337
691	0.4321282674
692	0.4320909476
693	0.4320531331
694	0.432024236
695	0.4319749759
696	0.4319429049
697	0.4319111924
698	0.4318894732
699	0.4318667845
700	0.4318392142
701	0.431820158
702	0.4317715996
703	0.4317476688
704	0.4317194076
705	0.4316948574
706	0.4316825963
707	0.4316587247
708	0.4316266549
709	0.4315848802
710	0.4315527076
711	0.4315188235
712	0.4314772478
713	0.4314439591
714	0.4314144927
715	0.4313736723
716	0.4313270336
717	0.4312733149
718	0.4312269592
719	0.4311967293
720	0.4311684899
721	0.4311563297
722	0.4311303905
723	0.4310954456
724	0.4310502714
725	0.4310025082
726	0.4309728659
727	0.4309508314
728	0.4309357011
729	0.4309115975
730	0.4308860389
731	0.4308418148
732	0.4308074639
733	0.4307830091
734	0.4307599992
735	0.430737914
736	0.4307139757
737	0.4306911778
738	0.4306712886
739	0.4306446591
740	0.4306101631
741	0.4305623965
742	0.4305405156
743	0.4305127305
744	0.4304749593
745	0.4304367197
746	0.4304246953
747	0.4303799304
748	0.4303559718
749	0.4303326214
750	0.4303048463
751	0.4302811959
752	0.4302524486
753	0.4302423089
754	0.4302247814
755	0.4301874631
756	0.4301474969
757	0.4301156453
758	0.4300797341
759	0.4300467872
760	0.4300096207
761	0.4299233809
762	0.4299034045
763	0.4298730806
764	0.4298464173
765	0.4298152137
766	0.4298011465
767	0.4297674312
768	0.4297262559
769	0.4297055921
770	0.429685405
771	0.4296449309
772	0.4296077161
773	0.4295880481
774	0.4295610569
775	0.4295311372
776	0.4294984363
777	0.4294852303
778	0.429472151
779	0.4294456532
780	0.4294076967
781	0.4293769632
782	0.4293385132
783	0.4293037039
784	0.4292751706
785	0.4292663269
786	0.4292264419
787	0.4292043382
788	0.4291869093
789	0.4291540136
790	0.4291434273
791	0.4291209409
792	0.4290994284
793	0.4290639326
794	0.4290458555
795	0.4290169179
796	0.4289900006
797	0.4289629109
798	0.4289500803
799	0.428941035
800	0.4289044249
801	0.4288699601
802	0.4288517955
803	0.4288175454
804	0.4287965627
805	0.4287728757
806	0.4287564787
807	0.4287146267
808	0.4286837475
809	0.4286741192
810	0.4286588093
811	0.42862554
812	0.4286030765
813	0.428588712
814	0.4285798595
815	0.4285377
816	0.4285110648
817	0.4284889606
818	0.4284427087
819	0.4284072736
820	0.4283756181
821	0.4283386861
822	0.4283162218
823	0.4283056693
824	0.4282839631
825	0.4282563112
826	0.4282218786
827	0.4281812686
828	0.4281588638
829	0.4281247287
830	0.4281010524
831	0.4280846561
832	0.4280563639
833	0.4280265194
834	0.428000161
835	0.4279686397
836	0.4279411406
837	0.427928961
838	0.4279048841
839	0.427874428
840	0.4278563892
841	0.4278129895
842	0.4277871505
843	0.4277811295
844	0.4277653116
845	0.4277355828
846	0.4277207927
847	0.4276993104
848	0.4276862334
849	0.4276722165
850	0.4276449261
851	0.4276208372
852	0.4276061686
853	0.4275792326
854	0.4275514181
855	0.4275164792
856	0.4274953243
857	0.4274720581
858	0.4274380056
859	0.4274146534
860	0.4273894821
861	0.4273705869
862	0.4273322803
863	0.4273134241
864	0.4272968981
865	0.4272627225
866	0.4272499869
867	0.4272270807
868	0.4272110241
869	0.4271906384
870	0.4271901828
871	0.4271657853
872	0.4271519334
873	0.4271315177
874	0.4270942601
875	0.427073819
876	0.4270618259
877	0.4270389804
878	0.4270207941
879	0.4269978217
880	0.4269605105
881	0.4269348984
882	0.4269182366
883	0.4268924046
884	0.4268624671
885	0.4268463705
886	0.4268263692
887	0.4268007328
888	0.4267672881
889	0.4267405744
890	0.426709939
891	0.4266827683
892	0.4266553557
893	0.4266386916
894	0.4266106951
895	0.4266041491
896	0.4265891755
897	0.4265721384
898	0.4265438064
899	0.4265306879
900	0.4265131847
901	0.4264870805
902	0.4264734003
903	0.4264343985
904	0.4264185167
905	0.4264013636
906	0.4263910149
907	0.4263571314
908	0.4263244786
909	0.4262922532
910	0.4261721937
911	0.4261611508
912	0.4261194634
913	0.426098144
914	0.4260736348
915	0.4260539686
916	0.426011495
917	0.4259992241
918	0.4259749417
919	0.4259576893
920	0.4259331149
921	0.4258942903
922	0.4258690771
923	0.4258359939
924	0.4257941676
925	0.4257715719
926	0.425747262
927	0.4257305024
928	0.4257036167
929	0.4256806245
930	0.4256782236
931	0.4256656743
932	0.4256393907
933	0.4256256024
934	0.4256095962
935	0.4255790096
936	0.4255519595
937	0.4255205801
938	0.4255143547
939	0.4255085517
940	0.425482914
941	0.4254534749
942	0.4254181479
943	0.4253975468
944	0.4253782112
945	0.4253444623
946	0.4253160733
947	0.4252984968
948	0.4252810265
949	0.4252498916
950	0.425230984
951	0.4252109163
952	0.4251843128
953	0.425164963
954	0.4251334932
955	0.4251213335
956	0.4250983043
957	0.4250793071
958	0.4250714793
959	0.4250456297
960	0.4250214624
961	0.4249993157
962	0.4249771743
963	0.4249594112
964	0.4249380581
965	0.4249263952
966	0.4249075428
967	0.4248552864
968	0.4248259897
969	0.4248136989
970	0.4247864152
971	0.4247637909
972	0.4247401184
973	0.4247301898
974	0.4246922497
975	0.4246652032
976	0.4246339154
977	0.4246047775
978	0.4245816179
979	0.4245643976
980	0.4245520675
981	0.4245323995
982	0.4245208385
983	0.4245097023
984	0.4245022252
985	0.4244728909
986	0.4244688
987	0.4244604748
988	0.424440253
989	0.424422204
990	0.4244085883
991	0.4243866495
992	0.4243568743
993	0.4243305906
994	0.4243039903
995	0.4242958107
996	0.4242764236
997	0.4242691543
998	0.4242500951
999	0.4242263875
